"nursery","date","species","site","batch_id","batch_id2","volume","calliper300","rcd","height_m","sizeindex","logSI","logvol","logH","logD","logRCD"
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.59,13.8,1.143,10.96137,1.03986483756595,1.14612803567824,0.0580462303952817,0.981818607170664,1.13987908640124
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,8.69,14.695,1.062,9.22878,0.965144293194117,1.14612803567824,0.0261245167454503,0.939019776448666,1.16716959040863
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,8.655,14.725,1.139,9.858045,0.993790796290513,1.14612803567824,0.0565237240791004,0.937267072211413,1.16805530345914
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,12.69,18.04,1.156,14.66964,1.16641945617921,1.14612803567824,0.0629578340845102,1.1034616220947,1.25623653320592
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,11.91,16.365,1.211,14.42301,1.15905590462583,1.14612803567824,0.0831441431430522,1.07591176148278,1.21391600964402
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,10.19,16.505,1.129,11.50451,1.06086812593139,1.14612803567824,0.0526939419249679,1.00817418400643,1.21761552866633
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,11.135,16.12,1.116,12.42666,1.09435441597162,1.14612803567824,0.0476641946015599,1.04669022137006,1.20736503746907
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.725,16.545,0.968,9.4138,0.973764967306139,1.14612803567824,-0.0141246426916063,0.987889609997745,1.21866677149587
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,13.335,17.24,1.192,15.89532,1.20126927543011,1.14612803567824,0.0762762554042176,1.1249930200259,1.23653726148869
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,9.565,15.105,1.119,10.703235,1.02951506089166,1.14612803567824,0.04883008652835,0.980684974363315,1.1791207296093
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","002-S-059","002-S-059-angophora_costata",14,5.82,10.39,0.994,5.78508,0.762309369047202,1.14612803567824,-0.00261361560268664,0.764922984649889,1.01661554755718
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,58.495,77.645,3.81,222.86595,2.34804372098493,2.30102999566398,0.580924975675619,1.76711874530931,1.89011349429092
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,64.58,84.36,4.873,314.69834,2.49789445206244,2.30102999566398,0.687796411381295,1.81009804068114,1.92613657106745
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,69.83,77.28,4.575,319.47225,2.50443314044348,2.30102999566398,0.660391098402467,1.84404204204102,1.88806711340744
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,56.25,72.315,4.68,263.25,2.42036837985752,2.30102999566398,0.670245853074124,1.7501225267834,1.85922839053869
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,67.7,79.395,5.013,339.3801,2.5306863732982,2.30102999566398,0.700097704613054,1.83058866868514,1.89979315304695
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,68.545,74.12,4.973,340.874285,2.53259423999734,2.30102999566398,0.696618459232225,1.83597578076512,1.86993541064686
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,53.265,62.025,4.381,233.353965,2.36801518453547,2.30102999566398,0.641573253178175,1.7264419313573,1.79256677294425
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,52.425,65.66,3.65,191.35125,2.28183130359386,2.30102999566398,0.562292864456475,1.71953843913738,1.81730087839332
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,57.26,79.235,4.48,256.5248,2.40912935768372,2.30102999566398,0.651278013998144,1.75785134368558,1.89891706226124
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,46.895,67.255,3.21,150.53295,2.17763157260038,2.30102999566398,0.506505032404872,1.67112654019551,1.82772457702671
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,62.08,73.66,4.347,269.86176,2.43114134844097,2.30102999566398,0.638189640190837,1.79295170825013,1.86723171451889
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,43.485,54.995,3.246,141.15231,2.14968798990089,2.30102999566398,0.511348515490213,1.63833947441068,1.74032320638299
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,42.125,59.8,4.044,170.3535,2.23135106079836,2.30102999566398,0.606811146918963,1.6245399138794,1.77670118398841
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,56.42,63.58,4.165,234.9893,2.37104808756215,2.30102999566398,0.619615005742806,1.75143308181935,1.80332052357875
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,47.73,73.215,3.601,171.87573,2.23521455573753,2.30102999566398,0.556423121371285,1.67879143436624,1.8646000667122
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,60.11,67.51,4.508,270.97588,2.43293063534269,2.30102999566398,0.653983907374069,1.77894672796862,1.82936810798882
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,54.1,65.2,3.85,208.285,2.31865799461507,2.30102999566398,0.585460729508501,1.73319726510657,1.81424759573192
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,74.51,79.53,4.374,325.90674,2.5130933420992,2.30102999566398,0.640878778701618,1.87221456339759,1.90053098245276
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,52.935,65.22,4.375,231.590625,2.36472097477398,2.30102999566398,0.640978057358332,1.72374291741565,1.81438079446994
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","004-A-073","004-A-073-angophora_costata",200,51.25,67.285,4.405,225.75625,2.35363978247586,2.30102999566398,0.643945912748067,1.70969386972779,1.82791825674535
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,27.03,33.4,2.919,78.90057,1.89708014068674,2,0.465234094988014,1.43184604569873,1.52374646681156
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,28.61,38.73,3.25,92.9825,1.96840121878414,2,0.511883360978874,1.45651785780526,1.58804749698608
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,31.565,40.9,2.894,91.34911,1.96070432044639,2,0.461498526783019,1.49920579366337,1.61172330800734
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,25.595,32.61,2.578,65.98391,1.81943804690365,2,0.411282913017384,1.40815513388626,1.51335079880596
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,27.34,32.485,3.16,86.3944,1.93648559285021,2,0.499687082618404,1.4367985102318,1.51168287110139
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,28.68,32.46,2.855,81.8814,1.91318525957763,2,0.455606112581867,1.45757914699576,1.51134851549021
"a_kc",2016-05-23,"angophora_costata","Kemps Creek","007-A-072","007-A-072-angophora_costata",100,27.82,32.31,2.69,74.8358,1.87410940565844,2,0.429752280002408,1.44435712565603,1.50933695801764
