"batch_id","species","volume","treenumb","canopy_top","canopy_bottom","crownlength","branchper30","maxbranchradius","nursery","climate_region"
"G16","magnolia_grandiflora_littlegem",100,1,188.5,31,157.5,6,64,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,2,156.7,26,130.7,5,54,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,3,202.1,33,169.1,8,81,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,4,157.4,33,124.4,8,80,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,5,195.7,41,154.7,7,68,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,6,169,47,122,6,72,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,7,208.7,36,172.7,6,80,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,8,221.3,44,177.3,8,70,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,9,153.3,34,119.3,10,64,"arborwest","Western Australia"
"G16","magnolia_grandiflora_littlegem",100,10,167,38,129,7,77,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,1,265.9,18,247.9,6,110,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,2,238.9,30,208.9,8,117,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,3,250.1,29,221.1,5,121,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,4,242.7,28,214.7,9,161,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,5,260.5,30,230.5,9,119,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,6,243.4,29,214.4,7,86,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,7,255.5,24,231.5,5,117,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,8,242.2,21,221.2,9,86,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,9,255.2,27,228.2,5,107,"arborwest","Western Australia"
"N2","magnolia_grandiflora_littlegem",200,10,267.3,29,238.3,6,128,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,1,163.4,42,121.4,7,51,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,2,142.3,37,105.3,12,57,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,3,161,46,115,15,37,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,4,134.3,41,93.3,8,46,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,5,157.3,43,114.3,23,62,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,6,156.4,35,121.4,17,66,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,7,140.2,54,86.2,13,42,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,8,158.7,31,127.7,18,53,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,9,133.1,49,84.1,11,41,"arborwest","Western Australia"
"A8","melaleuca_rhaphiophylla",35,10,142.1,29,113.1,12,44,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,1,146,38,108,7,46,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,2,185.7,46,139.7,8,56,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,3,142.4,32,110.4,6,68,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,4,167.8,40,127.8,5,100,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,5,211,65,146,5,85,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,6,156.9,52,104.9,4,68,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,7,162.4,31,131.4,8,87,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,8,253.1,73,180.1,10,57,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,9,215.5,85,130.5,5,86,"arborwest","Western Australia"
"H29","melaleuca_rhaphiophylla",100,10,221.2,58,163.2,6,64,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,1,248,59,189,4,84,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,2,156.1,48,108.1,3,108,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,3,211.4,67,144.4,15,79,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,4,256.1,33,223.1,9,150,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,5,230.3,41,189.3,8,85,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,6,231.8,41,190.8,8,103,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,7,237.5,73,164.5,4,101,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,8,274.9,49,225.9,9,100,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,9,270.4,90,180.4,12,70,"arborwest","Western Australia"
"O5","melaleuca_rhaphiophylla",200,10,245.6,37,208.6,9,86,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,1,248.1,33,215.1,5,79,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,2,257.3,58,199.3,9,67,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,3,256.4,58,198.4,9,74,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,4,241.7,58,183.7,7,103,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,5,233.8,108,125.8,7,81,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,6,258.9,76,182.9,9,67,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,7,297,54,243,3,78,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,8,231.4,77,154.4,6,80,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,9,289.5,62,227.5,7,84,"arborwest","Western Australia"
"K43","olea_europaea_mission",45,10,242.5,64,178.5,4,98,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,1,295,83,212,7,118,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,2,267.1,88,179.1,8,102,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,3,285.3,56,229.3,4,73,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,4,242.6,74,168.6,6,95,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,5,225.8,30,195.8,1,84,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,6,279.9,74,205.9,8,133,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,7,288.9,75,213.9,3,82,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,8,279.1,73,206.1,6,77,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,9,202.6,59,143.6,3,112,"arborwest","Western Australia"
"K43","olea_europaea_mission",100,10,289.7,53,236.7,5,99,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,1,144.2,74,70.2,8,43,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,2,161.7,69,92.7,3,86,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,3,154.2,59,95.2,14,64,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,4,159.6,57,102.6,14,38,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,5,187.6,66,121.6,9,45,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,6,189.5,55,134.5,8,99,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,7,182.2,44,138.2,12,66,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,8,220.7,109,111.7,10,85,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,9,162.6,74,88.6,5,75,"arborwest","Western Australia"
"A50/K28","olea_europaea_tolleysupright",45,10,174.1,62,112.1,4,68,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,1,191.3,30,161.3,10,95,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,2,194,55,139,10,79,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,3,232.3,48,184.3,9,102,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,4,197.1,51,146.1,13,75,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,5,185.7,39,146.7,8,113,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,6,182.5,56,126.5,7,109,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,7,185.7,38,147.7,6,92,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,8,244.8,57,187.8,12,88,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,9,195.7,43,152.7,12,108,"arborwest","Western Australia"
"H32","olea_europaea_tolleysupright",100,10,187.9,40,147.9,NA,80,"arborwest","Western Australia"
"E1","olea_europaea_tolleysupright",200,1,266.7,44,222.7,3,142,"arborwest","Western Australia"
"E1","olea_europaea_tolleysupright",200,2,238.9,40,198.9,5,144,"arborwest","Western Australia"
"E1","olea_europaea_tolleysupright",200,3,236,50,186,5,136,"arborwest","Western Australia"
"E1","olea_europaea_tolleysupright",200,4,264.3,63,201.3,4,115,"arborwest","Western Australia"
"E1","olea_europaea_tolleysupright",200,5,258.3,43,215.3,3,137,"arborwest","Western Australia"
"E1","olea_europaea_tolleysupright",200,6,231.5,65,166.5,3,89,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,1,471.4,87,384.4,2,54,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,2,451.7,96,355.7,2,72,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,3,335,97,238,6,68,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,4,342.5,94,248.5,4,70,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,5,331.5,101,230.5,3,43,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,6,451.7,105,346.7,3,65,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,7,435.7,109,326.7,4,54,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,8,461.1,105,356.1,3,91,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,9,357.9,94,263.9,3,81,"arborwest","Western Australia"
"N24","platanus_acerifolia",200,10,456.7,97,359.7,3,72,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,1,562.5,176,386.5,4,118,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,2,587,176,411,3,156,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,3,479,106,373,3,142,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,4,462.8,118,344.8,2,164,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,5,544,111,433,3,128,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,6,562.2,109,453.2,2,105,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,7,601.8,139,462.8,4,161,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,8,471.2,114,357.2,3,131,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,9,471.2,111,360.2,2,101,"arborwest","Western Australia"
"RowJ","platanus_acerifolia",500,10,516,117,399,4,96,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,1,229.1,40,189.1,7,43,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,2,261.3,42,219.3,5,43,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,3,228.7,44,184.7,8,49,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,4,235.6,40,195.6,5,46,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,5,254.5,45,209.5,8,50,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,6,222,41,181,8,45,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,7,214.2,44,170.2,7,57,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,8,234.1,65,169.1,5,32,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,9,270.7,40,230.7,7,40,"arborwest","Western Australia"
"A42","pyrus_calleryana_chanticleer",100,10,246.3,25,221.3,5,45,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,1,247.3,105,142.3,9,23,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,2,184.5,58,126.5,6,36,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,3,222.4,69,153.4,11,37,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,4,196.3,59,137.3,12,27,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,5,202.1,53,149.1,8,50,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,6,220.7,53,167.7,13,34,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,7,190.3,70,120.3,10,53,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,8,176,54,122,2,37,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,9,219,30,189,8,40,"arborwest","Western Australia"
"K34","ulmus_parvifolia",45,10,181.9,50,131.9,4,36,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,1,128.9,30,98.9,6,51,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,2,129.9,32,97.9,5,53,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,3,120.8,15,105.8,7,79,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,4,130.8,23,107.8,4,29,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,5,147.5,50,97.5,7,69,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,6,107.3,18,89.3,5,54,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,7,130,30,100,10,49,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,8,123.4,26,97.4,9,42,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,9,164.2,55,109.2,9,67,"arborwest","Western Australia"
"C106","waterhousea_floribunda",35,10,147.5,46,101.5,10,87,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,1,207.7,81,126.7,5,70,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,2,234.8,72,162.8,8,73,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,3,176.5,84,92.5,10,63,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,4,165.1,45,120.1,4,101,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,5,205,59,146,3,92,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,6,152.8,72,80.8,4,82,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,7,168.2,84,84.2,9,68,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,8,202.3,56,146.3,4,110,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,9,167.3,67,100.3,5,87,"arborwest","Western Australia"
"A46","waterhousea_floribunda",100,10,145.2,47,98.2,6,91,"arborwest","Western Australia"
"E50011","agonis_flexuosa",30,1,179.7,30,149.7,8,48,"benara","Western Australia"
"E50011","agonis_flexuosa",30,2,143.2,23,120.2,5,51,"benara","Western Australia"
"E50011","agonis_flexuosa",30,3,124.4,37,87.4,6,67,"benara","Western Australia"
"E50011","agonis_flexuosa",30,4,123.7,29,94.7,7,33,"benara","Western Australia"
"E50011","agonis_flexuosa",30,5,130.5,32,98.5,9,60,"benara","Western Australia"
"E50011","agonis_flexuosa",30,6,104.3,31,73.3,5,46,"benara","Western Australia"
"E50011","agonis_flexuosa",30,7,123.6,30,93.6,8,58,"benara","Western Australia"
"E50011","agonis_flexuosa",30,8,136.6,35,101.6,11,58,"benara","Western Australia"
"E50011","agonis_flexuosa",30,9,124.4,30,94.4,8,68,"benara","Western Australia"
"E50011","agonis_flexuosa",30,10,123.4,31,92.4,9,60,"benara","Western Australia"
"A40101","agonis_flexuosa",200,1,313.6,142,171.6,2,117,"benara","Western Australia"
"A40101","agonis_flexuosa",200,2,243.7,42,201.7,3,126,"benara","Western Australia"
"A40101","agonis_flexuosa",200,3,297,112,185,1,151,"benara","Western Australia"
"A40101","agonis_flexuosa",200,4,320.6,107,213.6,3,137,"benara","Western Australia"
"A40101","agonis_flexuosa",200,5,325.1,145,180.1,5,139,"benara","Western Australia"
"A40101","agonis_flexuosa",200,6,310.4,108,202.4,4,136,"benara","Western Australia"
"A40101","agonis_flexuosa",200,7,321.5,123,198.5,3,108,"benara","Western Australia"
"A40101","agonis_flexuosa",200,8,296.6,134,162.6,8,108,"benara","Western Australia"
"A40101","agonis_flexuosa",200,9,383.8,140,243.8,3,138,"benara","Western Australia"
"A40101","agonis_flexuosa",200,10,241.8,105,136.8,3,96,"benara","Western Australia"
"50324","agonis_flexuosa",400,1,396,113,283,1,141,"benara","Western Australia"
"50324","agonis_flexuosa",400,2,409.6,118,291.6,2,254,"benara","Western Australia"
"50324","agonis_flexuosa",400,3,353.7,137,216.7,3,209,"benara","Western Australia"
"50324","agonis_flexuosa",400,4,325.9,77,248.9,3,193,"benara","Western Australia"
"50324","agonis_flexuosa",400,5,377,111,266,4,198,"benara","Western Australia"
"50324","agonis_flexuosa",400,6,284.6,90,194.6,3,174,"benara","Western Australia"
"50324","agonis_flexuosa",400,7,395.5,108,287.5,4,194,"benara","Western Australia"
"50324","agonis_flexuosa",400,8,391.2,149,242.2,3,203,"benara","Western Australia"
"50324","agonis_flexuosa",400,9,332.2,153,179.2,3,141,"benara","Western Australia"
"50324","agonis_flexuosa",400,10,313.1,58,255.1,2,141,"benara","Western Australia"
"60100","agonis_flexuosa",500,1,345,103,242,3,200,"benara","Western Australia"
"60100","agonis_flexuosa",500,2,480.6,140,340.6,3,200,"benara","Western Australia"
"60100","agonis_flexuosa",500,3,317.6,94,223.6,4,133,"benara","Western Australia"
"A40273","agonis_flexuosa_burgundy",300,1,361.1,76,285.1,4,123,"benara","Western Australia"
"A40273","agonis_flexuosa_burgundy",300,2,380.9,77,303.9,8,152,"benara","Western Australia"
"A40273","agonis_flexuosa_burgundy",300,3,363.4,76,287.4,7,156,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,1,273,45,228,6,121,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,2,228.7,67,161.7,4,125,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,3,271.5,55,216.5,4,108,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,4,244.8,53,191.8,7,111,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,5,261.5,54,207.5,4,113,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,6,237,50,187,4,125,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,7,236.4,54,182.4,5,103,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,8,259.4,68,191.4,6,118,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,9,255.4,58,197.4,6,76,"benara","Western Australia"
"50299","agonis_flexuosa_burgundy",90,10,220.2,55,165.2,5,113,"benara","Western Australia"
"E50014","angophora_costata",30,1,205.8,27,178.8,11,60,"benara","Western Australia"
"E50014","angophora_costata",30,2,205.5,37,168.5,10,45,"benara","Western Australia"
"E50014","angophora_costata",30,3,127.9,43,84.9,9,56,"benara","Western Australia"
"E50014","angophora_costata",30,4,211.4,39,172.4,12,38,"benara","Western Australia"
"E50014","angophora_costata",30,5,141.9,41,100.9,12,47,"benara","Western Australia"
"E50014","angophora_costata",30,6,212.6,36,176.6,12,57,"benara","Western Australia"
"E50014","angophora_costata",30,7,183.8,38,145.8,11,46,"benara","Western Australia"
"E50014","angophora_costata",30,8,174.3,40,134.3,6,56,"benara","Western Australia"
"E50014","angophora_costata",30,9,204,39,165,13,57,"benara","Western Australia"
"E50014","angophora_costata",30,10,174.2,37,137.2,12,50,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,1,136.5,19,117.5,20,43,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,2,119.1,13,106.1,15,53,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,3,166.3,16,150.3,20,38,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,4,156.8,15,141.8,17,40,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,5,155.9,13,142.9,22,49,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,6,166.4,17,149.4,17,47,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,7,134,17,117,16,34,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,8,150.9,14,136.9,13,49,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,9,137.1,12,125.1,18,35,"benara","Western Australia"
"E40110","araucaria_heterophylla",30,10,138.2,16,122.2,18,39,"benara","Western Australia"
"50194","araucaria_heterophylla",90,1,204.7,54,150.7,10,95,"benara","Western Australia"
"50194","araucaria_heterophylla",90,2,208.1,49,159.1,13,97,"benara","Western Australia"
"50194","araucaria_heterophylla",90,3,216.6,62,154.6,8,80,"benara","Western Australia"
"50194","araucaria_heterophylla",90,4,199,49,150,8,99,"benara","Western Australia"
"50194","araucaria_heterophylla",90,5,204.3,52,152.3,14,108,"benara","Western Australia"
"50194","araucaria_heterophylla",90,6,235.5,62,173.5,9,101,"benara","Western Australia"
"50194","araucaria_heterophylla",90,7,207.3,55,152.3,10,109,"benara","Western Australia"
"50194","araucaria_heterophylla",90,8,198.1,44,154.1,11,96,"benara","Western Australia"
"50194","araucaria_heterophylla",90,9,249.9,53,196.9,12,100,"benara","Western Australia"
"50194","araucaria_heterophylla",90,10,251.8,58,193.8,8,104,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,1,322.7,50,272.7,9,96,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,2,308.4,51,257.4,11,74,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,3,306.6,44,262.6,15,91,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,4,313.7,40,273.7,11,97,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,5,311.5,50,261.5,14,90,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,6,265.7,46,219.7,13,110,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,7,323.2,46,277.2,12,87,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,8,274.5,42,232.5,13,83,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,9,298.4,43,255.4,18,94,"benara","Western Australia"
"R20115","araucaria_heterophylla",200,10,318.6,40,278.6,11,87,"benara","Western Australia"
"A40349","araucaria_heterophylla",500,1,301.4,45,256.4,18,116,"benara","Western Australia"
"A40349","araucaria_heterophylla",500,2,410.5,61,349.5,16,133,"benara","Western Australia"
"A40349","araucaria_heterophylla",500,3,324.5,55,269.5,14,137,"benara","Western Australia"
"A40349","araucaria_heterophylla",500,4,345.8,43,302.8,9,120,"benara","Western Australia"
"A40349","araucaria_heterophylla",500,5,371.9,47,324.9,13,136,"benara","Western Australia"
"A40349","araucaria_heterophylla",500,6,400.3,52,348.3,11,134,"benara","Western Australia"
"A40349","araucaria_heterophylla",500,7,368.8,31,337.8,13,114,"benara","Western Australia"
"50122","banksia_integrifolia",30,1,160.7,97,63.7,8,47,"benara","Western Australia"
"50122","banksia_integrifolia",30,2,168.5,59,109.5,4,35,"benara","Western Australia"
"50122","banksia_integrifolia",30,3,172,93,79,9,33,"benara","Western Australia"
"50122","banksia_integrifolia",30,4,203.7,132,71.7,6,32,"benara","Western Australia"
"50122","banksia_integrifolia",30,5,164.8,55,109.8,2,31,"benara","Western Australia"
"50122","banksia_integrifolia",30,6,168.6,45,123.6,2,30,"benara","Western Australia"
"50122","banksia_integrifolia",30,7,145,6,139,4,36,"benara","Western Australia"
"50122","banksia_integrifolia",30,8,170.7,39,131.7,4,25,"benara","Western Australia"
"50122","banksia_integrifolia",30,9,156.8,95,61.8,9,41,"benara","Western Australia"
"50122","banksia_integrifolia",30,10,156.8,58,98.8,4,27,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,1,206.1,65,141.1,8,88,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,2,185.3,42,143.3,8,84,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,3,174,49,125,5,82,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,4,167.2,44,123.2,6,74,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,5,210.5,51,159.5,6,104,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,6,223.8,48,175.8,8,95,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,7,218.4,56,162.4,4,69,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,8,181.8,57,124.8,16,86,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,9,181.2,45,136.2,16,74,"benara","Western Australia"
"40229","callistemon_kingsparkspecial",90,10,214.4,49,165.4,13,95,"benara","Western Australia"
"A50270","corymbia_calophylla",500,1,530.8,93,437.8,7,103,"benara","Western Australia"
"A50270","corymbia_calophylla",500,2,396,97,299,7,107,"benara","Western Australia"
"A50270","corymbia_calophylla",500,3,435.5,107,328.5,7,72,"benara","Western Australia"
"A50270","corymbia_calophylla",500,4,474,116,358,4,107,"benara","Western Australia"
"A50270","corymbia_calophylla",500,5,400.9,107,293.9,3,120,"benara","Western Australia"
"E50006","corymbia_citriodora",30,1,224.5,45,179.5,3,66,"benara","Western Australia"
"E50006","corymbia_citriodora",30,2,237,36,201,4,37,"benara","Western Australia"
"E50006","corymbia_citriodora",30,3,199.6,46,153.6,4,41,"benara","Western Australia"
"E50006","corymbia_citriodora",30,4,183.7,38,145.7,5,56,"benara","Western Australia"
"E50006","corymbia_citriodora",30,5,206.3,46,160.3,7,62,"benara","Western Australia"
"E50006","corymbia_citriodora",30,6,215.6,53,162.6,6,62,"benara","Western Australia"
"E50006","corymbia_citriodora",30,7,255.5,51,204.5,5,92,"benara","Western Australia"
"E50006","corymbia_citriodora",30,8,230.4,42,188.4,7,62,"benara","Western Australia"
"E50006","corymbia_citriodora",30,9,167.2,44,123.2,9,55,"benara","Western Australia"
"E50006","corymbia_citriodora",30,10,279.2,67,212.2,6,62,"benara","Western Australia"
"E50009","corymbia_maculata",30,1,251.2,29,222.2,8,63,"benara","Western Australia"
"E50009","corymbia_maculata",30,2,278.3,38,240.3,5,70,"benara","Western Australia"
"E50009","corymbia_maculata",30,3,234.8,34,200.8,5,60,"benara","Western Australia"
"E50009","corymbia_maculata",30,4,216.4,28,188.4,6,63,"benara","Western Australia"
"E50009","corymbia_maculata",30,5,280.2,34,246.2,4,59,"benara","Western Australia"
"E50009","corymbia_maculata",30,6,170.9,26,144.9,9,65,"benara","Western Australia"
"E50009","corymbia_maculata",30,7,218.6,41,177.6,7,68,"benara","Western Australia"
"E50009","corymbia_maculata",30,8,258.5,28,230.5,4,84,"benara","Western Australia"
"E50009","corymbia_maculata",30,9,266.2,33,233.2,4,70,"benara","Western Australia"
"E50009","corymbia_maculata",30,10,251.7,27,224.7,5,71,"benara","Western Australia"
"50089","corymbia_maculata",90,1,368.3,71,297.3,8,133,"benara","Western Australia"
"50089","corymbia_maculata",90,2,322.4,65,257.4,6,122,"benara","Western Australia"
"50089","corymbia_maculata",90,3,336.7,62,274.7,4,132,"benara","Western Australia"
"50089","corymbia_maculata",90,4,377.4,55,322.4,4,78,"benara","Western Australia"
"50089","corymbia_maculata",90,5,365.2,62,303.2,5,68,"benara","Western Australia"
"50089","corymbia_maculata",90,6,385.9,56,329.9,4,102,"benara","Western Australia"
"50089","corymbia_maculata",90,7,356.4,61,295.4,4,69,"benara","Western Australia"
"50089","corymbia_maculata",90,8,254.8,57,197.8,4,113,"benara","Western Australia"
"50089","corymbia_maculata",90,9,376.3,69,307.3,3,79,"benara","Western Australia"
"50089","corymbia_maculata",90,10,395.9,66,329.9,3,65,"benara","Western Australia"
